CNPJ_Fundo;Data_Referencia;Versao;Data_Entrega;Nome_Fundo;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Fundo_Nao_Listado_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email;Data_Encerramento_Trimestre
27.368.600/0001-63;2022-03-31;1;2022-05-12;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM LOGÍSTICA;2017-12-15;INVESTIDORES EM GERAL;BRVTLTCTF001;2115000;Não;Não;Não;Renda;Logística;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.;27368600000163;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;RI-VAM@bv.com.br;2022-03-31
27.368.600/0001-63;2022-06-30;1;2022-08-04;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM LOGÍSTICA;2017-12-15;INVESTIDORES EM GERAL;BRVTLTCTF001;2115000;Não;Não;Não;Renda;Logística;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;27368600000163;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;RI-VAM@bv.com.br;2022-06-30
27.368.600/0001-63;2022-09-30;1;2022-11-04;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM LOGÍSTICA;2017-12-15;INVESTIDORES EM GERAL;BRVTLTCTF001;2115000;Não;Não;Não;Renda;Logística;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;27368600000163;Avenida das Nações Unidas;14171;torre A - 11º andar;Vila Gertrudes;São Paulo;SP;04794-000;(11) 5171-5359;;;www.vam.com.br;RI-VAM@bv.com.br;2022-09-30
27.368.617/0001-10;2022-03-31;1;2022-05-16;FUNDO DE INVESTIMENTO IMOBILIÁRIO QUINTAS;2018-03-22;INVESTIDOR QUALIFICADO;BRQNTSCTF009;313495.880107;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;Não;Não;Sim;Não;Não;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;27368617000110;Rua Gilberto Sabino;215;4º Andar;Pinheiros;SÃO PAULO;SP;05425-020;11 3030-7300;;;www.vortx.com.br;fundos@vortx.com.br;2022-03-31
27.368.617/0001-10;2022-06-30;1;2022-08-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO QUINTAS;2018-03-22;INVESTIDOR QUALIFICADO;BRQNTSCTF009;313495.880107;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;Não;Não;Sim;Não;Não;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;27368617000110;Rua Gilberto Sabino;215;4º Andar;Pinheiros;SÃO PAULO;SP;05425-020;11 3030-7300;;;www.vortx.com.br;fundos@vortx.com.br;2022-06-30
27.368.863/0001-72;2022-03-31;1;2022-05-16;FUNDO DE INVESTIMENTO IMOBILIÁRIO COLATERAL;2018-01-25;INVESTIDOR QUALIFICADO;0;82840.5557231;Não;Não;Não;Renda;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;PLANNER CORRETORA DE VALORES S.A.;27368863000172;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;aaipp@planner.com.br;2022-03-31
27.368.863/0001-72;2022-06-30;1;2022-08-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO COLATERAL;2018-01-25;INVESTIDOR QUALIFICADO;0;82860.05932002;Não;Não;Não;Renda;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;PLANNER CORRETORA DE VALORES S.A.;27368863000172;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;aaipp@planner.com.br;2022-06-30
27.445.482/0001-40;2022-03-31;1;2022-05-16;HEDGE AAA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-11-26;INVESTIDORES EM GERAL;BRHAAACTF003;3455000;Não;Não;Não;Renda;Lajes Corporativas;Ativa;Indeterminado;;30/06;Sim;Não;Não;Sim;Não;HEDGE INVESTMENTS DTVM LTDA;27445482000140;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR CJ 112;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br;2022-03-31
27.445.482/0001-40;2022-06-30;1;2022-08-15;HEDGE AAA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-11-26;INVESTIDORES EM GERAL;BRHAAACTF003;3455000;Não;Não;Não;Renda;Lajes Corporativas;Ativa;Indeterminado;;30/06;Sim;Não;Não;Sim;Não;HEDGE INVESTMENTS DTVM LTDA;27445482000140;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR CJ 112;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br;2022-06-30
27.486.542/0001-72;2022-03-31;1;2022-05-16;HEDGE LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2017-04-27;INVESTIDORES EM GERAL;BRHLOGCTF008;4250000;Não;Não;Não;Renda;Logística;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;HEDGE INVESTMENTS DTVM LTDA;27486542000172;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR CJ 112;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br;2022-03-31
27.486.542/0001-72;2022-06-30;1;2022-08-15;HEDGE LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2017-04-27;INVESTIDORES EM GERAL;BRHLOGCTF008;4250000;Não;Não;Não;Renda;Logística;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;HEDGE INVESTMENTS DTVM LTDA;27486542000172;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR CJ 112;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br;2022-06-30
27.529.279/0001-51;2022-03-31;1;2022-05-12;FUNDO DE INVESTIMENTO IMOBILIARIO RBR ALPHA FUNDO DE FUNDOS;2017-09-14;INVESTIDORES EM GERAL;BRRBRFCTF003;13680770;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2022-03-31
27.529.279/0001-51;2022-06-30;1;2022-08-11;FUNDO DE INVESTIMENTO IMOBILIARIO RBR ALPHA FUNDO DE FUNDOS;2017-09-14;INVESTIDORES EM GERAL;BRRBRFCTF003;13680770;Não;Não;Não;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com;2022-06-30
27.538.422/0001-71;2022-03-31;1;2022-05-16;FUNDO DE INVESTIMENTO IMOBILIÁRIO SUCCESPAR VAREJA;2019-12-19;INVESTIDOR PROFISSIONAL;BRSPVJCTF005;6312090;Não;Sim;Não;Híbrido;Outros;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;27538422000171;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;05425-020;11 3030-7300;;;www.vortx.com.br;fundos@vortxbr.com;2022-03-31
27.538.422/0001-71;2022-06-30;2;2022-11-10;FUNDO DE INVESTIMENTO IMOBILIÁRIO SUCCESPAR VAREJA;2019-12-19;INVESTIDOR PROFISSIONAL;BRSPVJCTF005;6312090;Não;Sim;Não;Híbrido;Outros;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;27538422000171;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;05425-020;11 3030-7300;;;www.vortx.com.br;fundos@vortxbr.com;2022-06-30
27.538.422/0001-71;2022-09-30;1;2022-11-10;FUNDO DE INVESTIMENTO IMOBILIÁRIO SUCCESPAR VAREJA;2019-12-19;INVESTIDOR PROFISSIONAL;BRSPVJCTF005;6312090;Não;Sim;Não;Híbrido;Outros;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;27538422000171;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;05425-020;11 3030-7300;;;www.vortx.com.br;fundos@vortxbr.com;2022-09-30
27.538.477/0001-81;2022-03-31;1;2022-05-16;FUNDO DE INVESTIMENTO IMOBILIARIO HARMONIA;2022-01-12;INVESTIDOR QUALIFICADO;BR00RKCTF003;213;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;27538477000181;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;05425-020;11 3030-7300;;;www.vortx.com.br;fundos@vortxbr.com;2022-03-31
27.538.477/0001-81;2022-06-30;1;2022-08-15;FUNDO DE INVESTIMENTO IMOBILIARIO HARMONIA;2022-01-12;INVESTIDOR QUALIFICADO;BR00RKCTF003;219.54852061;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;27538477000181;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;05425-020;11 3030-7300;;;www.vortx.com.br;fundos@vortxbr.com;2022-06-30
27.539.651/0001-00;2022-03-31;1;2022-05-16;TRADE INVEST CARE II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2020-06-25;INVESTIDOR PROFISSIONAL;;30217.81762443;Não;Não;Não;Renda;Outros;Passiva;Indeterminado;;30/06;Não;Não;Sim;Não;Não;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;27539651000100;Avenida Brigadeiro Faria Lima;2277;17º andar - CJ 1702;Jardim Paulistano;São Paulo;SP;01452-000;(11)3514-1300;;;www.reag.com.br;dtvm@reag.com.br;2022-03-31
27.539.651/0001-00;2022-06-30;3;2022-08-17;TRADE INVEST CARE II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2020-06-25;INVESTIDOR PROFISSIONAL;;30268.1443702;Não;Não;Não;Renda;Outros;Passiva;Indeterminado;;30/06;Não;Não;Sim;Não;Não;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;27539651000100;Avenida Brigadeiro Faria Lima;2277;17º andar - CJ 1702;Jardim Paulistano;São Paulo;SP;01452-000;(11)3514-1300;;;www.reag.com.br;dtvm@reag.com.br;2022-06-30
27.539.729/0001-97;2022-03-31;3;2022-10-27;MPM FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-03-25;INVESTIDOR QUALIFICADO;;35010.50524272;Não;Não;Não;Desenvolvimento para Venda;Residencial;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;TERRA INVESTIMENTOS DTVM LTDA;27539729000197;RUA JOAQUIM FLORIANO;100;5º ANDAR - CJ 51/52;ITAIM BIBI;SÃO PAULO;SP;04534-000;(11) 3165-6000;;;www.terrainvestimentos.com.br;diretoria@terrainvestimentos.com.br;2022-03-31
27.539.729/0001-97;2022-06-30;2;2022-10-27;MPM FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-03-25;INVESTIDOR QUALIFICADO;;35408.0551198699;Não;Não;Não;Desenvolvimento para Venda;Residencial;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;TERRA INVESTIMENTOS DTVM LTDA;27539729000197;RUA JOAQUIM FLORIANO;100;5º ANDAR - CJ 51/52;ITAIM BIBI;SÃO PAULO;SP;04534-000;(11) 3165-6000;;;www.terrainvestimentos.com.br;diretoria@terrainvestimentos.com.br;2022-06-30
27.539.729/0001-97;2022-09-30;1;2022-11-11;MPM FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-03-25;INVESTIDOR QUALIFICADO;;35408.0551198699;Não;Não;Não;Desenvolvimento para Venda;Residencial;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;TERRA INVESTIMENTOS DTVM LTDA;27539729000197;RUA JOAQUIM FLORIANO;100;5º ANDAR - CJ 51/52;ITAIM BIBI;SÃO PAULO;SP;04534-000;(11) 3165-6000;;;www.terrainvestimentos.com.br;diretoria@terrainvestimentos.com.br;2022-09-30
27.580.051/0001-96;2022-03-31;1;2022-05-13;RB CAPITAL PATRIMONIAL VI  FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-09-08;INVESTIDOR QUALIFICADO;;11260.09282;Não;Não;Não;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;FRAM CAPITAL DTVM S.A.;27580051000196;Rua Dr. Eduardo de Souza Aranha;153;4º andar;Vila Nova Conceição;São Paulo;SP;04543-120;(11) 3513-3144;;;www.framcapitaldtvm.com;fiduciario@framcapitaldtvm.com;2022-03-31
27.580.051/0001-96;2022-06-30;1;2022-08-15;RB CAPITAL PATRIMONIAL VI  FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-09-08;INVESTIDOR QUALIFICADO;;11260.09282;Não;Não;Não;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;FRAM CAPITAL DTVM S.A.;27580051000196;Rua Dr. Eduardo de Souza Aranha;153;4º andar;Vila Nova Conceição;São Paulo;SP;04543-120;(11) 3513-3144;;;www.framcapitaldtvm.com;fiduciario@framcapitaldtvm.com;2022-06-30
27.602.955/0001-75;2022-03-31;1;2022-04-29;FUNDO DE INVESTIMENTO IMOBILIÁRIO MILLENIUM;2017-07-10;INVESTIDORES EM GERAL;0;408008;Não;Não;Não;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;Não;Sim;Não;Não;Sim;RIO BRAVO INVESTIMENTOS DTVM LTDA;27602955000175;AVENIDA CHEDID JAFET;222;BLOCO B - Cj 32;VILA OLÍMPIA;SÃO PAULO;SP;04551065;11 3509 6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2022-03-31
27.602.955/0001-75;2022-06-30;1;2022-07-20;FUNDO DE INVESTIMENTO IMOBILIÁRIO MILLENIUM;2017-07-10;INVESTIDORES EM GERAL;0;408008;Não;Não;Não;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;Não;Sim;Não;Não;Sim;RIO BRAVO INVESTIMENTOS DTVM LTDA;27602955000175;AVENIDA CHEDID JAFET;222;3 ANDAR BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551065;11 3509 6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2022-06-30
27.602.955/0001-75;2022-09-30;1;2022-10-26;FUNDO DE INVESTIMENTO IMOBILIÁRIO MILLENIUM;2017-07-10;INVESTIDORES EM GERAL;0;408008;Não;Não;Não;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;Não;Sim;Não;Não;Sim;RIO BRAVO INVESTIMENTOS DTVM LTDA;27602955000175;AVENIDA CHEDID JAFET;222;3 ANDAR CONJ 32;VILA OLÍMPIA;SÃO PAULO;SP;04551065;11 3509 6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2022-09-30
27.771.547/0001-47;2022-03-31;1;2022-05-16;SJ AU LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-10-21;INVESTIDOR QUALIFICADO;BRSJAUCTF009;7932248;Não;Sim;Não;Renda;Logística;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;27771547000147;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br;2022-03-31
27.771.547/0001-47;2022-06-30;1;2022-08-15;SJ AU LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-10-21;INVESTIDOR QUALIFICADO;BRSJAUCTF009;7932248;Não;Sim;Não;Renda;Logística;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;27771547000147;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br;2022-06-30
27.771.586/0001-44;2022-03-31;3;2022-10-27;GRUPO RCFA FUNDO DE INVESTIMENTO IMOBILIARIO;2018-07-26;INVESTIDOR PROFISSIONAL;BRRCFACTF007;583926.07550609;Não;Não;Não;Desenvolvimento para Renda;Híbrido;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;TERRA INVESTIMENTOS DTVM LTDA;27771586000144;RUA JOAQUIM FLORIANO;100;5º ANDAR - CJ 51/52;ITAIM BIBI;SÃO PAULO;SP;04534-000;(11) 3165-6000;;;www.terrainvestimentos.com.br;diretoria@terrainvestimentos.com.br;2022-03-31
27.771.586/0001-44;2022-06-30;2;2022-10-27;GRUPO RCFA FUNDO DE INVESTIMENTO IMOBILIARIO;2018-07-26;INVESTIDOR PROFISSIONAL;BRRCFACTF007;583926.07550609;Não;Não;Não;Desenvolvimento para Renda;Híbrido;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;TERRA INVESTIMENTOS DTVM LTDA;27771586000144;RUA JOAQUIM FLORIANO;100;5º ANDAR - CJ 51/52;ITAIM BIBI;SÃO PAULO;SP;04534-000;(11) 3165-6000;;;www.terrainvestimentos.com.br;diretoria@terrainvestimentos.com.br;2022-06-30
27.771.586/0001-44;2022-09-30;1;2022-11-11;GRUPO RCFA FUNDO DE INVESTIMENTO IMOBILIARIO;2018-07-26;INVESTIDOR PROFISSIONAL;BRRCFACTF007;583926.07550609;Não;Não;Não;Desenvolvimento para Renda;Híbrido;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;TERRA INVESTIMENTOS DTVM LTDA;27771586000144;RUA JOAQUIM FLORIANO;100;5º ANDAR - CJ 51/52;ITAIM BIBI;SÃO PAULO;SP;04534-000;(11) 3165-6000;;;www.terrainvestimentos.com.br;diretoria@terrainvestimentos.com.br;2022-09-30
27.773.327/0001-52;2022-03-31;1;2022-05-16;AIRPORT TOWN FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2018-12-14;INVESTIDOR QUALIFICADO;BRATWNCTF005;160757.049249;Não;Não;Não;Renda;Outros;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;27773327000152;Avenida Brigadeiro Faria Lima;2277;17º andar - CJ 1702;Jardim Paulistano;São Paulo;SP;01452-000;(11)3514-0000;;;www.reag.com.br;dtvm@reag.com.br;2022-03-31
27.773.327/0001-52;2022-06-30;3;2022-08-18;AIRPORT TOWN FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2018-12-14;INVESTIDOR QUALIFICADO;BRATWNCTF005;160757.049249;Não;Não;Não;Renda;Outros;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;27773327000152;Avenida Brigadeiro Faria Lima;2277;17º andar - CJ 1702;Jardim Paulistano;São Paulo;SP;01452-000;(11)3514-0000;;;www.reag.com.br;dtvm@reag.com.br;2022-06-30
27.882.134/0001-30;2022-03-31;1;2022-05-16;APOLO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-05-19;INVESTIDOR QUALIFICADO;0;4060.65145269;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;Sim;Não;Não;Sim;Não;PLANNER CORRETORA DE VALORES S.A.;27882134000130;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;aaipp@planner.com.br;2022-03-31
27.882.134/0001-30;2022-06-30;1;2022-08-15;APOLO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-05-19;INVESTIDOR QUALIFICADO;0;4104.0836809;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;Sim;Não;Não;Sim;Não;PLANNER CORRETORA DE VALORES S.A.;27882134000130;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;aaipp@planner.com.br;2022-06-30
27.882.134/0001-30;2022-09-30;1;2022-10-27;APOLO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-05-19;INVESTIDOR QUALIFICADO;0;4104.0836809;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;Sim;Não;Não;Sim;Não;PLANNER CORRETORA DE VALORES S.A.;27882134000130;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;aaipp@planner.com.br;2022-09-30
28.108.193/0001-18;2022-03-31;1;2022-05-16;DEL MONTE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2017-12-15;INVESTIDORES EM GERAL;;13225796.64;Não;Não;Não;Renda;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;PLANNER TRUSTEE DTVM LTDA;28108193000118;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;(11) 2197-4400;;;www.trusteedtvm.com.br;corporativodtvm@trusteedtvm.com.br;2022-03-31
28.108.193/0001-18;2022-06-30;1;2022-08-15;DEL MONTE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2017-12-15;INVESTIDORES EM GERAL;;13225796.64;Não;Não;Não;Renda;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;PLANNER TRUSTEE DTVM LTDA;28108193000118;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;(11) 2197-4400;;;www.trusteedtvm.com.br;corporativodtvm@trusteedtvm.com.br;2022-06-30
28.152.777/0001-90;2022-06-30;1;2022-08-10;SUNO AGRO FIAGRO-IMOBILIARIO - SUNO AGRO FII;2022-04-20;INVESTIDORES EM GERAL;BRSNAGCTF000;250000;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Não;Sim;Não;Sim;Sim;SINGULARE CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;28152777000190;Avenida Brigadeiro Faria Lima;1355;5º Andar;Jardim Paulistano;São Paulo;SP;01452-919;55 11 2827-3500;;;www.singulare.com.br;fii.adm@singulare.com.br;2022-06-30
28.152.777/0001-90;2022-09-30;1;2022-11-11;SUNO AGRO FIAGRO-IMOBILIARIO - SUNO AGRO FII;2022-04-20;INVESTIDORES EM GERAL;BRSNAGCTF000;1500000;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Não;Sim;Não;Sim;Sim;SINGULARE CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;28152777000190;Avenida Brigadeiro Faria Lima;1355;5º Andar;Jardim Paulistano;São Paulo;SP;01452-919;55 11 2827-3500;;;www.singulare.com.br;fii.adm@singulare.com.br;2022-09-30
28.216.384/0001-01;2022-03-31;1;2022-05-05;SICOOB AGÊNCIAS FUNDO DE INVESTIMENTO IMOBILIÁRIO;2017-09-19;INVESTIDOR QUALIFICADO;BRSCOOCTF008;3239431;Não;Não;Não;Renda;Híbrido;Passiva;Indeterminado;;31/12;Não;Sim;Não;Sim;Não;SICOOB DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;28216384000101;SIG Quadra 06 - Lote;2080;;Setor de Indústrias Gráficas;Brasília;DF;70610460;6132175525;6132175315;6132175583;www.sicoob.com.br/bancosicoob-dtvm;dtvm@sicoob.com.br;2022-03-31
28.216.384/0001-01;2022-06-30;1;2022-08-15;SICOOB AGÊNCIAS FUNDO DE INVESTIMENTO IMOBILIÁRIO;2017-09-19;INVESTIDOR QUALIFICADO;BRSCOOCTF008;3239431;Não;Não;Não;Renda;Híbrido;Passiva;Indeterminado;;31/12;Não;Sim;Não;Sim;Não;SICOOB DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;28216384000101;SIG Quadra 06 - Lote;2080;;Setor de Indústrias Gráficas;Brasília;DF;70610460;6132175525;6132175315;6132175583;www.sicoob.com.br/bancosicoob-dtvm;dtvm@sicoob.com.br;2022-06-30
28.216.384/0001-01;2022-09-30;1;2022-11-11;SICOOB AGÊNCIAS FUNDO DE INVESTIMENTO IMOBILIÁRIO;2017-09-19;INVESTIDOR QUALIFICADO;BRSCOOCTF008;3239431;Não;Não;Não;Renda;Híbrido;Passiva;Indeterminado;;31/12;Não;Sim;Não;Sim;Não;SICOOB DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;28216384000101;SIG Quadra 06 - Lote;2080;;Setor de Indústrias Gráficas;Brasília;DF;70610460;6132175525;6132175315;6132175583;www.sicoob.com.br/bancosicoob-dtvm;dtvm@sicoob.com.br;2022-09-30
28.267.530/0001-10;2022-03-31;1;2022-05-16;SABUGAL FUNDO DE INVESTIMENTO IMOBILIÁRIO;2017-11-13;INVESTIDOR QUALIFICADO;;3554.0256085;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;FRAM CAPITAL DTVM S.A.;28267530000110;Rua Dr. Eduardo de Souza Aranha;153;4º andar;Vila Nova Conceição;São Paulo;SP;04543-120;(11) 3513-3144;;;www.framcapitaldtvm.com;fiduciario@framcapitaldtvm.com;2022-03-31
